ath_gene	osa_gene
AT1G14850	Os06g0305200
AT3G02650	Os01g0897500
AT3G55820	Os03g0237950
AT1G09660	Os05g0419500
AT1G69070	Os03g0598200
AT2G27690	Os01g0858350
AT3G56510	Os07g0662600
AT2G01070	Os11g0546100
AT1G53140	Os01g0748000
AT1G04640	Os03g0321800
AT4G19003	Os01g0658500
AT3G17365	Os08g0517600
AT1G34360	Os02g0101100
AT4G09350	Os11g0216100
AT3G18524	Os05g0274200
AT2G46220	Os05g0215600
AT1G44910	Os01g0532200
AT2G26650	Os01g0648000
AT2G47580	Os05g0154800
AT4G02220	Os03g0300200
AT1G15360	Os02g0202000
AT1G06110	Os11g0265200
AT1G69690	Os06g0226700
AT2G01690	Os03g0223700
AT2G30710	Os09g0515800
AT4G38150	Os01g0546500
AT3G02420	Os01g0604700
AT2G44820	Os01g0224500
AT4G39955	Os03g0388800
AT4G02010	Os01g0253100
AT3G11590	Os04g0382800
AT2G20340	Os07g0437500
AT5G62140	Os02g0677600
AT5G22850	Os01g0777200
AT5G15410	Os03g0758300
AT5G11320	Os01g0645400
AT1G04190	Os12g0604800
AT1G35470	Os02g0556600
AT2G43770	Os06g0653800
AT1G55880	Os03g0215800
AT1G68660	Os08g0432500
AT5G03345	Os12g0566400
AT2G46200	Os01g0226500
AT2G45590	Os03g0251700
AT4G14305	Os08g0566900
AT1G26761	Os08g0433300
AT4G16310	Os10g0532100
AT4G05160	Os03g0152400
AT2G23890	Os09g0424600
AT1G19150	Os09g0439500
AT1G03330	Os08g0154700
AT1G54790	Os05g0401000
AT1G29850	Os05g0547850
AT5G17560	Os06g0484600
AT3G55800	Os04g0234600
AT2G01140	Os01g0118000
AT2G25680	Os08g0101500
AT4G37380	Os07g0113500
AT1G29940	Os10g0495600
AT5G09680	Os07g0232200
AT4G19540	Os03g0627300
AT1G13770	Os03g0213700
AT2G26060	Os07g0252000
AT2G41705	Os10g0567000
AT3G13570	Os03g0374575
AT1G47840	Os07g0197100
AT1G18170	Os03g0708500
AT3G55470	Os01g0841700
AT2G41250	Os07g0659400
AT3G02600	Os01g0139600
AT2G21620	Os02g0705400
AT2G04039	Os07g0607800
AT2G03670	Os04g0498800
AT1G53490	Os02g0232100
AT1G60080	Os11g0311300
AT1G43190	Os05g0437300
AT3G02870	Os03g0587000
AT3G24180	Os10g0473400
AT4G35560	Os04g0564700
AT1G17720	Os02g0224200
AT2G03800	Os08g0339200
AT1G08490	Os12g0287300
AT5G18830	Os05g0408200
AT3G14880	Os05g0560200
AT1G02680	Os01g0338100
AT5G22940	Os03g0107900
AT5G52530	Os08g0430000
AT3G63340	Os11g0586100
AT2G17950	Os04g0663600
AT5G09310	Os01g0960000
AT2G32000	Os09g0500600
AT4G08550	Os06g0224200
AT2G35910	Os03g0788100
AT1G03910	Os03g0800100
AT4G32830	Os01g0191800
AT3G20650	Os08g0180000
AT5G55860	Os12g0271600
AT4G34450	Os07g0201100
AT5G20890	Os03g0619400
AT5G47030	Os07g0495200
AT3G45040	Os02g0142250
AT2G03820	Os10g0573900
AT4G03030	Os02g0316200
AT2G27490	Os01g0360600
AT2G19270	Os02g0175900
AT4G31270	Os02g0174300
AT5G64180	Os12g0502100
AT5G02460	Os03g0821200
AT5G23340	Os02g0636400
AT3G62940	Os04g0619500
AT3G26730	Os02g0516600
AT1G24120	Os02g0741100
AT2G14910	Os12g0581700
AT5G13280	Os03g0850400
AT2G13440	Os01g0960300
AT2G19385	Os01g0583200
AT1G68050	Os11g0547000
AT5G42760	Os03g0775000
AT5G20660	Os04g0519925
AT5G19630	Os02g0717100
AT3G20420	Os05g0271300
AT4G09320	Os10g0563700
AT2G18220	Os10g0495500
AT5G49550	Os02g0190900
AT1G29800	Os02g0233100
AT4G29560	Os06g0573800
AT3G55850	Os01g0952700
AT2G44710	Os04g0543200
AT5G54570	Os06g0683300
AT3G19180	Os04g0675800
AT2G44850	Os02g0655100
AT3G02450	Os04g0466100
AT4G38120	Os08g0152900
AT5G22800	Os06g0245800
AT3G16360	Os01g0743800
AT1G11755	Os03g0197000
AT2G42430	Os02g0820500
AT1G42550	Os09g0553900
AT2G03667	Os12g0574900
AT5G22090	Os03g0261800
AT5G61340	Os12g0577200
AT3G60660	Os07g0484500
AT2G33735	Os02g0760000
AT2G26600	Os06g0607000
AT4G02790	Os05g0430400
AT5G58230	Os03g0640100
AT3G54280	Os02g0161300
AT4G02725	Os03g0701300
AT1G51940	Os01g0741200
AT3G02060	Os11g0533100
AT5G11350	Os01g0610600
AT2G39930	Os08g0520900
AT5G50110	Os06g0239000
AT5G22820	Os03g0684100
AT5G55140	Os08g0110100
AT4G38100	Os09g0465800
AT4G33580	Os09g0464000
AT4G28590	Os01g0829000
AT3G47430	Os04g0534600
AT2G23460	Os12g0593000
AT2G45280	Os01g0578000
AT2G47810	Os01g0935200
AT2G24270	Os08g0440800
AT1G56090	Os04g0616100
AT4G25170	Os02g0657700
AT1G28060	Os09g0249600
AT2G26870	Os01g0955000
AT5G05740	Os01g0142100
AT5G41330	Os07g0419200
AT2G37150	Os01g0159300
AT5G57700	Os07g0516000
AT1G15860	Os08g0439150
AT4G24190	Os06g0716700
AT1G21630	Os06g0728600
AT4G14000	Os09g0359900
AT2G26500	Os03g0765900
AT1G08280	Os01g0858900
AT2G30350	Os07g0230500
AT3G16490	Os05g0187500
AT4G14890	Os03g0659200
AT5G16940	Os09g0397700
AT1G56350	Os03g0305700
AT3G06170	Os03g0454100
AT1G73970	Os02g0123400
AT3G25980	Os04g0486500
AT5G56220	Os08g0499100
AT5G23950	Os09g0571200
AT4G23330	Os07g0483400
AT5G58040	Os03g0725100
AT4G35000	Os08g0549100
AT5G07960	Os03g0756800
AT4G34500	Os03g0227900
AT5G66950	Os03g0765800
AT2G35035	Os02g0173000
AT4G33680	Os03g0299900
AT2G30570	Os01g0773700
AT3G12340	Os09g0293900
AT2G26780	Os11g0137300
AT4G29660	Os05g0540200
AT1G72550	Os05g0558900
AT4G32910	Os01g0746200
AT3G27925	Os05g0568900
AT3G49890	Os03g0201200
AT5G42080	Os05g0556100
AT2G23390	Os04g0442200
AT3G17060	Os03g0309400
AT4G17790	Os04g0592600
AT5G49650	Os07g0640200
AT3G08010	Os02g0610800
AT3G49000	Os01g0679000
AT5G55590	Os07g0607400
AT5G19530	Os02g0237100
AT5G53770	Os01g0672700
AT3G06040	Os02g0198900
AT5G54090	Os10g0509000
AT3G25430	Os08g0440200
AT4G14210	Os03g0184000
AT2G24130	Os06g0186100
AT4G22930	Os01g0747500
AT1G12530	Os03g0228500
AT2G25810	Os01g0232000
AT3G53220	Os04g0560200
AT3G14410	Os08g0135100
AT4G23740	Os01g0223600
AT3G26950	Os11g0507400
AT5G48470	Os11g0425300
AT2G31970	Os02g0497500
AT3G29770	Os07g0603600
AT3G13940	Os11g0615100
AT4G15520	Os05g0141400
AT3G01990	Os04g0391500
AT2G20920	Os03g0137300
AT1G15140	Os02g0328300
AT5G51220	Os07g0490300
AT4G19190	Os06g0708900
AT2G31190	Os04g0517300
AT3G17600	Os01g0286900
AT1G51350	Os11g0638900
AT3G28720	Os06g0584200
AT4G29890	Os06g0698785
AT5G35200	Os06g0175500
AT1G20810	Os02g0117600
AT3G20550	Os05g0545600
AT5G37370	Os05g0178900
AT1G28520	Os05g0515700
AT5G51010	Os11g0528500
AT1G73965	Os02g0324400
AT4G03240	Os01g0783600
AT5G63960	Os11g0186400
AT3G09270	Os09g0467200
AT3G45230	Os03g0852400
AT5G46330	Os04g0618700
AT1G17680	Os11g0266800
AT3G51770	Os03g0294700
AT5G47240	Os04g0547900
AT1G79760	Os01g0744200
AT3G03440	Os01g0112500
AT1G36380	Os02g0552400
AT5G63100	Os02g0489500
AT5G33320	Os09g0297400
AT3G48140	Os06g0246000
AT3G04910	Os07g0572800
AT4G39230	Os06g0472200
AT2G05790	Os02g0771700
AT5G63120	Os01g0911100
AT1G02700	Os07g0675200
AT3G52180	Os03g0107800
AT5G59960	Os01g0151600
AT4G21110	Os01g0857700
AT5G02390	Os12g0570500
AT1G78790	Os04g0481500
AT1G23180	Os01g0524700
AT2G39750	Os01g0846600
AT5G24530	Os03g0122300
AT1G15690	Os06g0644200
AT5G14220	Os04g0490100
AT2G45490	Os03g0765000
AT2G39810	Os03g0737200
AT5G09580	Os11g0167200
AT2G36970	Os10g0442400
AT5G03905	Os08g0369700
AT5G35220	Os03g0792400
AT2G19130	Os07g0553633
AT3G13800	Os09g0363800
AT3G28700	Os01g0588800
AT2G03350	Os03g0210500
AT5G49400	Os11g0199600
AT4G29210	Os01g0151500
AT5G67170	Os04g0670400
AT5G06440	Os11g0568700
AT5G52630	Os01g0651100
AT5G51200	Os02g0202250
AT3G23100	Os03g0740800
AT3G14770	Os01g0541800
AT2G20900	Os04g0634700
AT5G60370	Os05g0123300
AT1G14570	Os04g0670800
AT5G17460	Os01g0125700
AT3G07950	Os07g0655400
AT3G22590	Os03g0664700
AT5G22300	Os02g0635200
AT5G42130	Os01g0964900
AT2G37195	Os02g0805700
AT2G31440	Os02g0272600
AT2G30320	Os03g0338600
AT2G12400	Os02g0799300
AT1G68560	Os01g0130400
AT5G46910	Os10g0577600
AT2G45690	Os02g0123200
AT4G13270	Os03g0696000
AT4G16700	Os03g0101900
AT3G26900	Os01g0102600
AT3G19240	Os02g0178500
AT4G37510	Os01g0810100
AT5G27970	Os01g0772700
AT2G38770	Os03g0387000
AT5G54850	Os07g0520600
AT1G63980	Os03g0125300
AT5G66920	Os07g0119400
AT4G09820	Os07g0211500
AT3G61150	Os02g0674800
AT5G17660	Os01g0535900
AT1G80530	Os06g0179200
AT3G48425	Os12g0279600
AT1G76990	Os02g0555600
AT3G55350	Os11g0702700
AT3G54690	Os02g0158300
AT4G16580	Os03g0809300
AT4G17220	Os03g0215700
AT1G29320	Os07g0506700
AT3G04740	Os09g0281900
AT1G56300	Os03g0300600
AT1G79270	Os01g0679900
AT2G33040	Os10g0320400
AT2G27590	Os01g0858700
AT3G58640	Os01g0674100
AT1G74910	Os03g0208900
AT4G04614	Os06g0630300
AT3G54140	Os01g0142800
AT4G15550	Os01g0179600
AT3G59900	Os11g0247000
AT5G55280	Os04g0665400
AT5G61840	Os02g0520750
AT5G52980	Os02g0225300
AT5G11710	Os04g0599900
AT5G22320	Os01g0966400
AT1G31770	Os08g0167000
AT2G01590	Os09g0306650
AT2G13540	Os03g0347200
AT5G11850	Os02g0220700
AT2G25720	Os04g0566000
AT2G26550	Os03g0395000
AT2G47680	Os01g0256800
AT2G30300	Os01g0825500
AT3G07160	Os03g0119500
AT4G24440	Os05g0107700
AT3G10230	Os02g0190600
AT4G02485	Os11g0657200
AT5G17210	Os06g0114700
AT3G52030	Os11g0182400
AT5G15880	Os09g0108400
AT2G28430	Os10g0481400
AT1G50440	Os02g0132300
AT3G18110	Os06g0199100
AT5G13690	Os04g0650900
AT5G08260	Os04g0525700
AT2G39580	Os12g0566500
AT5G44170	Os05g0564100
AT3G24240	Os04g0132500
AT1G71990	Os04g0432300
AT5G09750	Os08g0108500
AT5G17020	Os03g0858100
AT2G38410	Os05g0339000
AT2G19080	Os06g0168000
AT1G45110	Os10g0414500
AT1G07980	Os03g0852300
AT5G13070	Os02g0717900
AT1G14300	Os10g0406800
AT2G39700	Os03g0822000
AT1G78010	Os08g0407000
AT3G51380	Os03g0134800
AT5G14250	Os08g0119000
AT2G33990	Os06g0155300
AT5G66840	Os07g0619700
AT5G13140	Os09g0508200
AT3G20780	Os09g0279600
AT5G16850	Os12g0293100
AT2G02160	Os04g0671800
AT1G70590	Os04g0476000
AT1G02290	Os08g0500500
AT1G21430	Os12g0189500
AT5G48820	Os03g0137800
AT3G54860	Os04g0223000
AT3G47530	Os08g0434000
AT1G31410	Os04g0602200
AT4G18593	Os02g0251700
AT5G11470	Os01g0610300
AT3G51610	Os05g0168400
AT3G59840	Os05g0500450
AT3G58970	Os03g0137700
AT5G49060	Os05g0364500
AT2G21370	Os07g0409200
AT5G37780	Os05g0491100
AT3G20500	Os03g0568900
AT3G46200	Os05g0117500
AT5G24810	Os06g0701300
AT3G06860	Os01g0348600
AT5G45300	Os02g0129600
AT1G77620	Os03g0262300
AT1G67510	Os12g0235700
AT5G24750	Os02g0210800
AT2G42700	Os11g0169100
AT3G59650	Os03g0207250
AT4G03270	Os07g0556000
AT3G52080	Os12g0640500
AT2G28480	Os01g0958400
AT3G21420	Os01g0935400
AT2G02400	Os01g0978400
AT3G04260	Os10g0462800
AT2G33490	Os04g0394700
ATCG00080	Os08g0433350
AT1G66080	Os03g0237500
AT4G29120	Os01g0742300
AT5G18610	Os01g0936100
AT1G31910	Os03g0253100
AT2G29510	Os03g0267600
AT5G11970	Os01g0567400
AT3G25680	Os06g0499000
AT2G22070	Os03g0775400
AT4G18060	Os07g0508300
AT3G58470	Os03g0749900
AT3G07420	Os12g0414500
AT5G43010	Os02g0199900
AT5G32450	Os03g0748900
AT2G20060	Os11g0585700
AT2G23093	Os08g0113800
AT3G23890	Os02g0699700
AT3G18790	Os02g0602500
AT4G28990	Os02g0274700
AT1G10200	Os12g0510900
AT1G50940	Os03g0835400
AT5G06470	Os07g0159900
AT5G67140	Os06g0166000
AT4G10930	Os12g0209700
AT4G29960	Os04g0606800
AT3G07400	Os02g0481700
AT1G64550	Os02g0826500
AT5G27710	Os07g0673000
AT3G20730	Os04g0628200
AT5G51110	Os03g0100200
AT2G31090	Os01g0214500
AT5G60340	Os07g0412400
AT3G23020	Os03g0162900
AT5G65310	Os08g0481400
AT1G47500	Os09g0462700
AT2G10553	Os08g0135800
AT5G03455	Os03g0108000
AT3G47700	Os02g0748100
AT5G03860	Os04g0486950
AT5G63000	Os01g0271000
AT3G21400	Os12g0540700
AT5G01850	Os03g0816100
AT3G48040	Os06g0234200
AT1G73820	Os12g0168200
AT5G59210	Os03g0268100
AT5G58860	Os01g0854800
AT5G01710	Os07g0692401
AT5G63890	Os01g0232700
AT4G19670	Os12g0631200
AT4G21200	Os04g0522500
AT3G26650	Os04g0459500
AT5G41410	Os06g0108900
AT2G38910	Os07g0161600
AT3G46220	Os05g0117600
AT5G07020	Os02g0556800
AT3G04380	Os02g0621100
AT2G36895	Os03g0152600
AT1G32130	Os01g0147200
AT4G27700	Os09g0530000
AT2G40250	Os01g0832100
AT1G73940	Os03g0852500
AT1G74410	Os02g0743700
AT3G10360	Os02g0819300
AT5G18260	Os03g0326300
AT5G11640	Os01g0200400
AT1G03510	Os03g0852000
AT5G23400	Os04g0677200
AT3G03710	Os07g0168000
AT4G08950	Os02g0757100
AT5G58070	Os02g0612900
AT5G42180	Os02g0833900
AT1G04300	Os12g0597200
AT1G26930	Os11g0602800
AT5G53330	Os06g0160400
AT5G03070	Os01g0158000
AT3G59400	Os11g0267000
AT3G42630	Os08g0520200
AT2G15220	Os10g0490900
AT3G04610	Os03g0627500
AT4G24820	Os04g0485000
AT2G25530	Os03g0851900
AT3G53110	Os03g0158200
AT3G26420	Os03g0836200
AT5G08740	Os06g0214900
AT3G59420	Os03g0637800
AT5G06850	Os06g0614000
AT1G24560	Os09g0565400
AT4G26200	Os01g0192900
AT2G31940	Os09g0445600
AT5G48440	Os09g0514100
AT5G04250	Os03g0859800
AT4G24090	Os09g0529350
AT2G22860	Os03g0232400
AT3G48990	Os04g0683700
AT5G56110	Os04g0470600
AT1G76490	Os09g0492700
AT5G23420	Os08g0101100
AT5G58140	Os04g0304200
AT2G17550	Os03g0130700
AT5G01470	Os03g0826700
AT1G50670	Os02g0164800
AT4G32260	Os03g0278900
AT3G56330	Os05g0324200
AT5G55230	Os06g0611000
AT5G66420	Os06g0472400
AT2G36090	Os11g0155100
AT2G34200	Os01g0731800
AT3G50880	Os05g0567500
AT4G21705	Os07g0598500
AT5G54440	Os12g0554400
AT1G28340	Os07g0501800
AT2G45990	Os07g0418000
AT3G21865	Os04g0629000
AT4G32770	Os02g0276500
AT2G33860	Os01g0670800
AT1G76070	Os09g0542900
AT5G59460	Os01g0144600
AT1G63310	Os04g0105200
AT4G21250	Os01g0786800
AT3G46790	Os01g0848300
AT1G63680	Os10g0548900
AT4G19710	Os08g0342400
AT1G30880	Os04g0611300
AT3G18200	Os01g0117900
AT1G65000	Os03g0857750
AT1G64500	Os01g0235900
AT2G47430	Os06g0183200
AT1G17630	Os01g0197450
AT5G43250	Os01g0183400
AT5G49900	Os11g0242100
AT4G18400	Os09g0569450
AT3G16170	Os01g0761300
AT3G47810	Os02g0265400
AT5G06940	Os04g0472500
AT5G01670	Os05g0474600
AT5G21482	Os08g0460600
AT5G25080	Os08g0270200
AT2G20495	Os07g0458800
AT5G24580	Os03g0861400
AT1G71860	Os12g0174800
AT3G07060	Os08g0135300
AT2G20420	Os02g0621700
AT2G21340	Os02g0122200
AT3G43610	Os04g0566800
AT3G56910	Os01g0278900
AT4G39280	Os10g0400800
AT1G64520	Os07g0435100
AT5G66600	Os03g0769000
AT5G10320	Os04g0451100
AT1G65020	Os10g0577000
AT5G27820	Os01g0256600
AT2G42750	Os01g0730500
AT5G07475	Os04g0545400
AT5G66870	Os03g0612400
AT5G58490	Os03g0818200
AT4G21790	Os07g0102400
AT2G42810	Os05g0204900
AT1G79915	Os06g0639300
AT5G23870	Os10g0550500
AT3G21060	Os03g0207900
AT5G63460	Os11g0483600
AT2G07340	Os02g0462900
AT1G73850	Os01g0129500
AT2G47980	Os05g0188500
AT2G37660	Os05g0110300
AT1G70230	Os09g0375300
AT1G73710	Os07g0472100
AT2G02450	Os01g0888300
AT5G64270	Os02g0146400
AT4G08920	Os04g0452100
AT4G34730	Os06g0137600
AT3G61460	Os02g0681200
AT5G23060	Os02g0729400
AT4G18650	Os01g0306400
AT3G21870	Os04g0628900
AT1G31330	Os03g0778100
AT2G36710	Os09g0571100
AT1G08230	Os01g0857400
AT2G38740	Os09g0407700
AT1G07310	Os01g0853800
AT3G11170	Os07g0693800
AT4G32410	Os05g0176100
AT5G13990	Os11g0167600
AT2G40220	Os05g0351200
AT1G76065	Os02g0667000
AT5G07050	Os05g0409500
AT3G14910	Os09g0315800
AT4G33630	Os10g0485300
AT2G26730	Os01g0607900
AT5G06800	Os04g0665600
AT5G30490	Os01g0328500
AT2G34585	Os07g0154300
AT5G48970	Os01g0934200
AT1G25420	Os01g0687700
AT3G01490	Os05g0577700
AT4G24710	Os04g0479000
AT3G13440	Os03g0824200
AT5G04200	Os11g0134700
AT3G19270	Os09g0457100
AT5G21050	Os03g0722000
AT1G55740	Os08g0495800
AT1G50710	Os02g0119100
AT4G01290	Os06g0105900
AT1G71070	Os01g0121800
AT4G01810	Os01g0321700
AT1G71140	Os05g0554000
AT4G26790	Os02g0189300
AT3G63060	Os01g0802600
AT3G58800	Os01g0748200
AT4G37830	Os03g0772800
AT3G16990	Os03g0306900
AT1G32080	Os01g0511600
AT3G54170	Os06g0474200
AT5G67490	Os06g0157800
AT2G37020	Os10g0443200
AT2G38330	Os12g0106600
AT4G36180	Os04g0576900
AT1G77420	Os01g0688200
AT3G58090	Os01g0835600
AT2G35880	Os11g0571900
AT2G15790	Os06g0216800
AT3G26060	Os06g0196300
AT5G04010	Os01g0800900
AT4G25280	Os04g0105500
AT2G40200	Os01g0159800
AT4G27750	Os06g0129300
AT1G74260	Os05g0104650
AT1G80750	Os08g0542100
AT5G18410	Os03g0143800
AT4G08900	Os04g0106300
AT5G65930	Os04g0666900
AT2G27230	Os12g0160400
AT3G25480	Os01g0889800
AT2G26340	Os03g0176700
AT1G73470	Os09g0448900
AT2G40815	Os01g0818100
AT5G23450	Os10g0516800
AT4G03415	Os07g0566200
AT1G50320	Os04g0676100
AT2G06990	Os11g0176200
AT3G01360	Os06g0238900
AT2G27040	Os01g0275600
AT3G12600	Os07g0212300
AT1G67410	Os01g0921300
AT1G08845	Os10g0559900
AT2G21950	Os07g0673700
AT2G48070	Os05g0404400
AT3G03570	Os09g0573200
AT2G02500	Os01g0887100
AT4G40045	Os12g0206700
AT4G38460	Os02g0668100
AT5G19680	Os02g0230100
AT2G06925	Os03g0708000
AT1G05590	Os07g0575500
AT2G43330	Os04g0491700
AT1G69040	Os03g0598100
AT3G61390	Os10g0552400
AT1G07795	Os12g0566600
AT5G61500	Os01g0200000
AT1G12680	Os09g0466900
AT1G47420	Os04g0418000
AT3G22845	Os03g0744800
AT3G04880	Os01g0542000
AT1G65560	Os01g0891300
AT1G64060	Os01g0734200
AT3G12870	Os03g0778400
AT1G19715	Os05g0508400
AT4G13030	Os05g0274300
AT1G07700	Os02g0567100
AT3G54230	Os02g0167500
AT1G21580	Os06g0638000
AT4G11980	Os06g0129700
AT1G20430	Os06g0213900
AT3G50380	Os12g0594200
AT1G62830	Os02g0755200
AT5G58280	Os05g0481400
AT3G20920	Os02g0435000
AT5G03555	Os02g0666700
AT1G05785	Os02g0602800
AT2G01170	Os01g0607200
AT3G56830	Os03g0852600
AT3G05250	Os03g0809800
AT5G67360	Os03g0605300
AT4G38050	Os07g0490500
AT1G21700	Os11g0183700
AT5G57630	Os02g0178000
AT4G02110	Os03g0304400
AT2G20370	Os03g0144800
AT4G18370	Os12g0616600
AT5G60160	Os12g0236500
AT1G50300	Os07g0296200
AT2G27170	Os02g0133300
AT5G25760	Os02g0634800
AT1G75010	Os09g0555600
AT5G66500	Os03g0624800
AT2G32150	Os03g0701200
AT5G65290	Os02g0758100
AT1G74510	Os02g0748300
AT1G43710	Os02g0541325
AT2G06040	Os08g0459100
AT3G01280	Os09g0361400
AT3G59780	Os01g0896500
AT1G04940	Os07g0568500
AT5G43822	Os10g0566900
AT5G24680	Os02g0106700
AT2G35410	Os04g0591000
AT2G31320	Os07g0413700
AT5G62990	Os04g0312100
AT2G37560	Os03g0184700
AT2G16405	Os01g0776400
AT2G01990	Os09g0448500
AT1G56440	Os05g0129900
AT3G63520	Os12g0640600
AT3G15110	Os02g0307800
AT3G10140	Os01g0945001
AT5G45800	Os06g0544100
AT5G52580	Os02g0709800
AT5G66780	Os03g0723400
AT1G01200	Os09g0527600
AT3G09180	Os01g0263500
AT3G16230	Os01g0231900
AT3G17340	Os11g0695900
AT1G24050	Os02g0741900
AT5G15330	Os03g0827500
AT1G68100	Os08g0467400
AT1G59720	Os07g0191500
AT1G01220	Os03g0115100
AT1G24460	Os02g0598300
AT4G03080	Os05g0144400
AT1G77550	Os03g0179000
AT1G73320	Os06g0101100
AT3G24515	Os01g0605300
AT5G01350	Os04g0508100
AT3G59520	Os01g0895500
AT5G47080	Os10g0564900
AT5G02120	Os05g0292800
AT4G12790	Os03g0714400
AT3G10070	Os01g0858500
AT1G63700	Os04g0559800
AT5G45820	Os01g0206700
AT1G13245	Os01g0525700
AT3G22990	Os07g0609766
AT3G17730	Os09g0552800
AT5G10710	Os04g0284100
AT5G65205	Os04g0457200
AT1G77370	Os02g0646400
AT1G75200	Os03g0775300
AT5G23520	Os04g0442100
AT2G40935	Os01g0267400
AT1G80930	Os12g0256300
AT3G51830	Os03g0290500
AT1G64600	Os07g0297300
AT3G10690	Os03g0812000
AT1G06790	Os07g0477000
AT2G36570	Os12g0145900
AT5G12210	Os08g0512300
AT2G20780	Os04g0529800
AT3G21550	Os03g0370400
AT5G54540	Os08g0179900
AT5G25265	Os06g0180000
AT3G07370	Os08g0113300
AT3G29185	Os03g0758900
AT5G10940	Os03g0187300
AT5G59560	Os05g0118000
AT4G18780	Os01g0750300
AT4G38890	Os04g0117600
AT3G07550	Os11g0264200
AT3G62190	Os07g0637100
AT1G52560	Os02g0201000
AT1G19020	Os02g0740600
AT5G41880	Os05g0358200
AT2G16070	Os07g0123300
AT4G18520	Os03g0644200
AT4G10750	Os09g0529900
AT2G47115	Os07g0658100
AT5G09430	Os07g0622700
AT3G10405	Os10g0545100
AT4G10810	Os10g0502100
AT2G35610	Os03g0586300
AT4G15840	Os01g0932600
AT3G03300	Os03g0583900
AT2G26840	Os01g0268900
AT5G11540	Os01g0687800
AT1G80310	Os01g0645900
AT1G07290	Os03g0826300
AT3G28430	Os04g0298600
AT2G02370	Os03g0374400
AT3G12650	Os02g0718000
AT4G38210	Os06g0621900
AT1G04850	Os02g0504500
AT4G39860	Os04g0455600
AT1G80680	Os03g0172000
AT5G61370	Os10g0422300
AT4G01310	Os03g0125000
AT1G03380	Os05g0405900
AT4G27680	Os06g0714500
AT2G21160	Os06g0715500
AT4G16630	Os12g0481100
AT4G38020	Os03g0685100
AT2G30105	Os10g0456200
AT5G12890	Os04g0506000
AT5G25270	Os08g0295100
AT3G45140	Os02g0194700
AT3G26370	Os02g0158800
AT5G19930	Os01g0507300
AT4G19350	Os08g0162500
AT2G21045	Os02g0102300
AT1G61415	Os05g0275600
AT4G03130	Os01g0939300
AT5G44280	Os01g0796700
AT1G30380	Os07g0148900
AT2G04740	Os06g0318200
AT3G14172	Os07g0616000
AT5G20100	Os05g0542732
AT5G52290	Os02g0642600
AT2G32120	Os03g0218500
AT1G64650	Os03g0114800
AT5G46880	Os10g0575600
AT3G13540	Os01g0695900
AT5G01300	Os05g0468800
AT1G24020	Os04g0465600
AT1G26750	Os12g0209100
AT1G15230	Os09g0344700
AT1G68150	Os02g0770500
AT1G26810	Os06g0229200
AT4G39690	Os04g0636600
AT1G12930	Os11g0543800
AT5G64080	Os03g0192600
AT1G30610	Os01g0674700
AT1G63810	Os12g0166500
AT2G26920	Os05g0409000
AT3G50410	Os04g0678400
AT1G24095	Os06g0237100
AT5G36170	Os07g0546600
AT3G55440	Os01g0841600
AT2G33360	Os03g0139200
AT5G67590	Os07g0585800
AT1G18070	Os04g0270100
AT2G16860	Os06g0711600
AT1G74880	Os01g0959900
AT2G26900	Os01g0645200
AT5G40740	Os02g0329300
AT2G39630	Os03g0821800
AT3G59550	Os08g0266700
AT1G43670	Os01g0866400
AT1G73350	Os02g0637900
AT5G38220	Os01g0689800
AT2G14260	Os05g0513900
AT1G59750	Os02g0557200
AT2G35260	Os03g0100030
AT5G52810	Os10g0533200
AT2G30970	Os06g0548000
AT1G43800	Os01g0880800
AT1G03260	Os07g0655900
AT5G65720	Os09g0338400
AT5G27395	Os07g0647300
AT1G35190	Os01g0188100
AT3G24080	Os05g0490000
AT5G23550	Os02g0564500
AT1G44770	Os03g0701600
AT5G10820	Os09g0423400
AT1G51965	Os02g0226900
AT1G09150	Os01g0314300
AT1G12480	Os04g0574700
AT3G09030	Os03g0264700
AT1G43620	Os01g0867600
AT1G17330	Os10g0486000
AT1G64850	Os04g0601400
AT5G46680	Os02g0793200
AT1G29900	Os01g0570700
AT5G27550	Os05g0397900
AT3G55950	Os05g0127300
AT1G20830	Os04g0584900
AT3G62920	Os05g0371500
AT1G19860	Os04g0663200
AT5G03560	Os06g0308200
AT5G23395	Os04g0527700
AT3G52250	Os05g0126300
AT1G62430	Os01g0758400
AT1G10130	Os03g0730800
AT3G10050	Os03g0713000
AT5G58560	Os01g0832000
AT3G46130	Os12g0567300
AT5G27370	Os01g0389700
AT1G63610	Os02g0833400
AT1G77350	Os05g0486200
AT2G11890	Os08g0299200
AT3G24315	Os02g0658900
AT5G10870	Os02g0180500
AT1G47670	Os12g0485600
AT3G45020	Os09g0549700
AT1G72440	Os09g0116400
AT1G11915	Os06g0364500
AT5G20170	Os12g0638600
AT2G32040	Os07g0172900
AT2G11000	Os02g0803250
AT2G30920	Os06g0152300
AT5G48340	Os01g0897100
AT1G70150	Os07g0481000
AT2G44950	Os04g0550400
AT5G12860	Os12g0515400
AT4G00740	Os04g0569400
AT1G04420	Os03g0611200
AT1G65280	Os01g0521500
AT2G39830	Os03g0267800
AT1G04400	Os02g0625000
AT3G06560	Os03g0313300
AT3G45890	Os04g0290800
AT5G52380	Os04g0555800
AT1G25350	Os05g0182800
AT3G02125	Os01g0193400
AT3G59300	Os01g0899500
